date,number_of_game,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,,,,,,,,,,
20161002,0,Sun,HOU,AL,162,ANA,AL,162,1,8,,,,,,,,,,
20161002,0,Sun,TOR,AL,162,BOS,AL,162,2,1,,,,,,,,,,
20161002,0,Sun,MIN,AL,162,CHA,AL,162,6,3,,,,,,,,,,
20161002,0,Sun,CLE,AL,161,KCA,AL,162,3,2,,,,,,,,,,
20161002,0,Sun,BAL,AL,162,NYA,AL,162,5,2,,,,,,,,,,
20161002,0,Sun,OAK,AL,162,SEA,AL,162,3,2,,,,,,,,,,
20161002,0,Sun,TBA,AL,162,TEX,AL,162,6,4,,,,,,,,,,
20161002,0,Sun,SDN,NL,162,ARI,NL,162,2,3,,,,,,,,,,
20161002,0,Sun,DET,AL,161,ATL,NL,161,0,1,,,,,,,,,,
20161002,0,Sun,CHN,NL,162,CIN,NL,162,7,4,,,,,,,,,,
20161002,0,Sun,MIL,NL,162,COL,NL,162,6,4,,,,,,,,,,
20161002,0,Sun,NYN,NL,162,PHI,NL,162,2,5,,,,,,,,,,
20161002,0,Sun,LAN,NL,162,SFN,NL,162,1,7,,,,,,,,,,
20161002,0,Sun,PIT,NL,162,SLN,NL,162,4,10,,,,,,,,,,
20161002,0,Sun,MIA,NL,161,WAS,NL,162,7,10,,,,,,,,,,
20161001,0,Sat,HOU,AL,161,ANA,AL,161,3,0,,,,,,,,,,
20161001,0,Sat,TOR,AL,161,BOS,AL,161,4,3,,,,,,,,,,
20161001,0,Sat,MIN,AL,161,CHA,AL,161,6,0,,,,,,,,,,
20161001,0,Sat,CLE,AL,160,KCA,AL,161,6,3,,,,,,,,,,
20161001,0,Sat,BAL,AL,161,NYA,AL,161,3,7,,,,,,,,,,
20161001,0,Sat,OAK,AL,161,SEA,AL,161,9,8,,,,,,,,,,
20161001,0,Sat,TBA,AL,161,TEX,AL,161,4,1,,,,,,,,,,
20161001,0,Sat,SDN,NL,161,ARI,NL,161,5,9,,,,,,,,,,
20161001,0,Sat,DET,AL,160,ATL,NL,160,3,5,,,,,,,,,,
20161001,0,Sat,CHN,NL,161,CIN,NL,161,4,7,,,,,,,,,,
20161001,0,Sat,MIL,NL,161,COL,NL,161,4,3,,,,,,,,,,
20161001,0,Sat,NYN,NL,161,PHI,NL,161,5,3,,,,,,,,,,
20161001,0,Sat,LAN,NL,161,SFN,NL,161,0,3,,,,,,,,,,
20161001,0,Sat,PIT,NL,161,SLN,NL,161,3,4,,,,,,,,,,
20161001,0,Sat,MIA,NL,160,WAS,NL,161,1,2,,,,,,,,,,
20160930,0,Fri,HOU,AL,160,ANA,AL,160,1,7,,,,,,,,,,
20160930,0,Fri,TOR,AL,160,BOS,AL,160,3,5,,,,,,,,,,
20160930,0,Fri,MIN,AL,160,CHA,AL,160,3,7,,,,,,,,,,
20160930,0,Fri,CLE,AL,159,KCA,AL,160,7,2,,,,,,,,,,
20160930,0,Fri,BAL,AL,160,NYA,AL,160,8,1,,,,,,,,,,
20160930,0,Fri,OAK,AL,160,SEA,AL,160,1,5,,,,,,,,,,
20160930,0,Fri,TBA,AL,160,TEX,AL,160,1,3,,,,,,,,,,
20160930,0,Fri,SDN,NL,160,ARI,NL,160,3,5,,,,,,,,,,
20160930,0,Fri,DET,AL,159,ATL,NL,159,6,2,,,,,,,,,,
20160930,0,Fri,CHN,NL,160,CIN,NL,160,7,3,,,,,,,,,,
20160930,0,Fri,MIL,NL,160,COL,NL,160,1,4,,,,,,,,,,
20160930,0,Fri,NYN,NL,160,PHI,NL,160,5,1,,,,,,,,,,
20160930,0,Fri,LAN,NL,160,SFN,NL,160,3,9,,,,,,,,,,
20160930,0,Fri,PIT,NL,160,SLN,NL,160,0,7,,,,,,,,,,
20160930,0,Fri,MIA,NL,159,WAS,NL,160,7,4,,,,,,,,,,
20160929,0,Thu,TBA,AL,159,CHA,AL,159,5,3,,,,,,,,,,
20160929,0,Thu,MIN,AL,159,KCA,AL,159,7,6,,,,,,,,,,
20160929,0,Thu,BOS,AL,159,NYA,AL,159,1,5,,,,,,,,,,
20160929,0,Thu,OAK,AL,159,SEA,AL,159,2,3,,,,,,,,,,
20160929,0,Thu,BAL,AL,159,TOR,AL,159,4,0,,,,,,,,,,
20160929,0,Thu,PHI,NL,159,ATL,NL,158,2,5,,,,,,,,,,
20160929,0,Thu,CHN,NL,159,PIT,NL,159,1,1,,,,,,,,,,
20160929,0,Thu,LAN,NL,159,SDN,NL,159,9,4,,,,,,,,,,
20160929,0,Thu,COL,NL,159,SFN,NL,159,2,7,,,,,,,,,,
20160929,0,Thu,CIN,NL,159,SLN,NL,159,3,4,,,,,,,,,,
20160929,0,Thu,ARI,NL,159,WAS,NL,159,3,5,,,,,,,,,,
20160928,0,Wed,OAK,AL,158,ANA,AL,159,6,8,,,,,,,,,,
20160928,0,Wed,TBA,AL,158,CHA,AL,158,0,1,,,,,,,,,,
20160928,0,Wed,CLE,AL,158,DET,AL,158,3,6,,,,,,,,,,
20160928,0,Wed,SEA,AL,158,HOU,AL,159,12,4,,,,,,,,,,
20160928,0,Wed,MIN,AL,158,KCA,AL,158,2,5,,,,,,,,,,
20160928,0,Wed,BOS,AL,158,NYA,AL,158,3,5,,,,,,,,,,
20160928,0,Wed,MIL,NL,159,TEX,AL,159,5,8,,,,,,,,,,
20160928,0,Wed,BAL,AL,158,TOR,AL,158,3,2,,,,,,,,,,
20160928,0,Wed,PHI,NL,158,ATL,NL,157,2,12,,,,,,,,,,
20160928,0,Wed,NYN,NL,159,MIA,NL,158,5,2,,,,,,,,,,
20160928,0,Wed,CHN,NL,158,PIT,NL,158,4,8,,,,,,,,,,
20160928,0,Wed,LAN,NL,158,SDN,NL,158,5,6,,,,,,,,,,
20160928,0,Wed,COL,NL,158,SFN,NL,158,2,0,,,,,,,,,,
20160928,0,Wed,CIN,NL,158,SLN,NL,158,2,1,,,,,,,,,,
20160928,0,Wed,ARI,NL,158,WAS,NL,158,3,0,,,,,,,,,,
20160927,0,Tue,OAK,AL,157,ANA,AL,158,1,8,,,,,,,,,,
20160927,0,Tue,TBA,AL,157,CHA,AL,157,6,13,,,,,,,,,,
20160927,0,Tue,CLE,AL,157,DET,AL,157,0,12,,,,,,,,,,
20160927,0,Tue,SEA,AL,157,HOU,AL,158,4,8,,,,,,,,,,
20160927,0,Tue,MIN,AL,157,KCA,AL,157,3,4,,,,,,,,,,
20160927,0,Tue,BOS,AL,157,NYA,AL,157,4,6,,,,,,,,,,
20160927,0,Tue,MIL,NL,158,TEX,AL,158,4,6,,,,,,,,,,
20160927,0,Tue,BAL,AL,157,TOR,AL,157,1,5,,,,,,,,,,
20160927,0,Tue,PHI,NL,157,ATL,NL,156,6,7,,,,,,,,,,
20160927,0,Tue,NYN,NL,158,MIA,NL,157,12,1,,,,,,,,,,
20160927,0,Tue,CHN,NL,157,PIT,NL,157,6,4,,,,,,,,,,
20160927,0,Tue,LAN,NL,157,SDN,NL,157,1,7,,,,,,,,,,
20160927,0,Tue,COL,NL,157,SFN,NL,157,3,12,,,,,,,,,,
20160927,0,Tue,CIN,NL,157,SLN,NL,157,5,12,,,,,,,,,,
20160927,0,Tue,ARI,NL,157,WAS,NL,157,2,4,,,,,,,,,,
20160926,0,Mon,OAK,AL,156,ANA,AL,157,1,2,,,,,,,,,,
20160926,0,Mon,TBA,AL,156,CHA,AL,156,1,7,,,,,,,,,,
20160926,0,Mon,CLE,AL,156,DET,AL,156,7,4,,,,,,,,,,
20160926,0,Mon,SEA,AL,156,HOU,AL,157,4,3,,,,,,,,,,
20160926,0,Mon,MIL,NL,157,TEX,AL,157,8,3,,,,,,,,,,
20160926,0,Mon,NYA,AL,156,TOR,AL,156,7,5,,,,,,,,,,
20160926,0,Mon,NYN,NL,157,MIA,NL,156,3,7,,,,,,,,,,
20160926,0,Mon,CHN,NL,156,PIT,NL,156,12,2,,,,,,,,,,
20160926,0,Mon,CIN,NL,156,SLN,NL,156,15,2,,,,,,,,,,
20160926,0,Mon,ARI,NL,156,WAS,NL,156,14,4,,,,,,,,,,
20160925,0,Sun,ARI,NL,155,BAL,AL,156,1,2,,,,,,,,,,
20160925,0,Sun,CHA,AL,155,CLE,AL,155,3,0,,,,,,,,,,
20160925,0,Sun,KCA,AL,156,DET,AL,155,12,9,,,,,,,,,,
20160925,0,Sun,ANA,AL,156,HOU,AL,156,1,4,,,,,,,,,,
20160925,0,Sun,SEA,AL,155,MIN,AL,156,4,3,,,,,,,,,,
20160925,0,Sun,TEX,AL,156,OAK,AL,155,1,7,,,,,,,,,,
20160925,0,Sun,BOS,AL,156,TBA,AL,155,3,2,,,,,,,,,,
20160925,0,Sun,NYA,AL,155,TOR,AL,155,3,4,,,,,,,,,,
20160925,0,Sun,SLN,NL,155,CHN,NL,155,1,3,,,,,,,,,,
20160925,0,Sun,COL,NL,156,LAN,NL,156,3,4,,,,,,,,,,
20160925,0,Sun,CIN,NL,155,MIL,NL,156,4,2,,,,,,,,,,
20160925,0,Sun,PHI,NL,156,NYN,NL,156,0,17,,,,,,,,,,
20160925,0,Sun,WAS,NL,155,PIT,NL,155,10,7,,,,,,,,,,
20160925,0,Sun,SFN,NL,156,SDN,NL,156,3,4,,,,,,,,,,
20160924,0,Sat,ARI,NL,154,BAL,AL,155,1,6,,,,,,,,,,
20160924,0,Sat,CHA,AL,154,CLE,AL,154,8,1,,,,,,,,,,
20160924,0,Sat,KCA,AL,155,DET,AL,154,7,4,,,,,,,,,,
20160924,0,Sat,ANA,AL,155,HOU,AL,155,10,4,,,,,,,,,,
20160924,0,Sat,SEA,AL,154,MIN,AL,155,2,3,,,,,,,,,,
20160924,0,Sat,TEX,AL,155,OAK,AL,154,5,0,,,,,,,,,,
20160924,0,Sat,BOS,AL,155,TBA,AL,154,6,4,,,,,,,,,,
20160924,0,Sat,NYA,AL,154,TOR,AL,154,0,3,,,,,,,,,,
20160924,0,Sat,SLN,NL,154,CHN,NL,154,10,4,,,,,,,,,,
20160924,0,Sat,COL,NL,155,LAN,NL,155,1,14,,,,,,,,,,
20160924,0,Sat,ATL,NL,155,MIA,NL,155,4,6,,,,,,,,,,
20160924,0,Sat,CIN,NL,154,MIL,NL,155,6,1,,,,,,,,,,
20160924,0,Sat,PHI,NL,155,NYN,NL,155,10,8,,,,,,,,,,
20160924,0,Sat,WAS,NL,154,PIT,NL,154,6,1,,,,,,,,,,
20160924,0,Sat,SFN,NL,155,SDN,NL,155,9,6,,,,,,,,,,
20160923,0,Fri,ARI,NL,153,BAL,AL,154,2,3,,,,,,,,,,
20160923,0,Fri,CHA,AL,153,CLE,AL,153,4,10,,,,,,,,,,
20160923,0,Fri,KCA,AL,154,DET,AL,153,3,8,,,,,,,,,,
20160923,0,Fri,ANA,AL,154,HOU,AL,154,10,6,,,,,,,,,,
20160923,0,Fri,SEA,AL,153,MIN,AL,154,10,1,,,,,,,,,,
20160923,0,Fri,TEX,AL,154,OAK,AL,153,3,0,,,,,,,,,,
20160923,0,Fri,BOS,AL,154,TBA,AL,153,2,1,,,,,,,,,,
20160923,0,Fri,NYA,AL,153,TOR,AL,153,0,9,,,,,,,,,,
20160923,0,Fri,SLN,NL,153,CHN,NL,153,0,5,,,,,,,,,,
20160923,0,Fri,COL,NL,154,LAN,NL,154,2,5,,,,,,,,,,
20160923,0,Fri,ATL,NL,154,MIA,NL,154,3,2,,,,,,,,,,
20160923,0,Fri,CIN,NL,153,MIL,NL,154,4,5,,,,,,,,,,
20160923,0,Fri,PHI,NL,154,NYN,NL,154,5,10,,,,,,,,,,
20160923,0,Fri,WAS,NL,153,PIT,NL,153,5,6,,,,,,,,,,
20160923,0,Fri,SFN,NL,154,SDN,NL,154,2,7,,,,,,,,,,
20160922,0,Thu,BOS,AL,153,BAL,AL,153,5,3,,,,,,,,,,
20160922,0,Thu,KCA,AL,153,CLE,AL,152,2,5,,,,,,,,,,
20160922,0,Thu,ANA,AL,153,HOU,AL,153,2,0,,,,,,,,,,
20160922,1,Thu,DET,AL,151,MIN,AL,152,9,2,,,,,,,,,,
20160922,2,Thu,DET,AL,152,MIN,AL,153,4,2,,,,,,,,,,
20160922,0,Thu,NYA,AL,152,TBA,AL,152,0,2,,,,,,,,,,
20160922,0,Thu,COL,NL,153,LAN,NL,153,4,7,,,,,,,,,,
20160922,0,Thu,ATL,NL,153,MIA,NL,153,6,3,,,,,,,,,,
20160922,0,Thu,PIT,NL,152,MIL,NL,153,1,3,,,,,,,,,,
20160922,0,Thu,PHI,NL,153,NYN,NL,153,8,9,,,,,,,,,,
20160922,0,Thu,SFN,NL,153,SDN,NL,153,2,1,,,,,,,,,,
20160921,0,Wed,BOS,AL,152,BAL,AL,152,5,1,,,,,,,,,,
20160921,0,Wed,KCA,AL,152,CLE,AL,151,3,4,,,,,,,,,,
20160921,0,Wed,HOU,AL,152,OAK,AL,152,6,5,,,,,,,,,,
20160921,0,Wed,TOR,AL,152,SEA,AL,152,1,2,,,,,,,,,,
20160921,0,Wed,NYA,AL,151,TBA,AL,151,11,5,,,,,,,,,,
20160921,0,Wed,ANA,AL,152,TEX,AL,153,5,4,,,,,,,,,,
20160921,0,Wed,CIN,NL,152,CHN,NL,152,2,9,,,,,,,,,,
20160921,0,Wed,SLN,NL,152,COL,NL,152,1,11,,,,,,,,,,
20160921,0,Wed,SFN,NL,152,LAN,NL,152,3,9,,,,,,,,,,
20160921,0,Wed,WAS,NL,152,MIA,NL,152,8,3,,,,,,,,,,
20160921,0,Wed,PIT,NL,151,MIL,NL,152,4,1,,,,,,,,,,
20160921,0,Wed,ATL,NL,152,NYN,NL,152,4,3,,,,,,,,,,
20160921,0,Wed,CHA,AL,152,PHI,NL,152,3,8,,,,,,,,,,
20160921,0,Wed,ARI,NL,152,SDN,NL,152,3,2,,,,,,,,,,
20160920,0,Tue,BOS,AL,151,BAL,AL,151,5,2,,,,,,,,,,
20160920,0,Tue,KCA,AL,151,CLE,AL,150,1,2,,,,,,,,,,
20160920,0,Tue,DET,AL,150,MIN,AL,151,8,1,,,,,,,,,,
20160920,0,Tue,HOU,AL,151,OAK,AL,151,2,1,,,,,,,,,,
20160920,0,Tue,TOR,AL,151,SEA,AL,151,10,2,,,,,,,,,,
20160920,0,Tue,NYA,AL,150,TBA,AL,150,5,3,,,,,,,,,,
20160920,0,Tue,ANA,AL,151,TEX,AL,152,4,5,,,,,,,,,,
20160920,0,Tue,CIN,NL,151,CHN,NL,151,1,6,,,,,,,,,,
20160920,0,Tue,SLN,NL,151,COL,NL,151,10,5,,,,,,,,,,
20160920,0,Tue,SFN,NL,151,LAN,NL,151,2,0,,,,,,,,,,
20160920,0,Tue,WAS,NL,151,MIA,NL,151,0,1,,,,,,,,,,
20160920,0,Tue,PIT,NL,150,MIL,NL,151,6,3,,,,,,,,,,
20160920,0,Tue,ATL,NL,151,NYN,NL,151,5,4,,,,,,,,,,
20160920,0,Tue,CHA,AL,151,PHI,NL,151,6,7,,,,,,,,,,
20160920,0,Tue,ARI,NL,151,SDN,NL,151,2,5,,,,,,,,,,
20160919,0,Mon,BOS,AL,150,BAL,AL,150,5,2,,,,,,,,,,
20160919,0,Mon,CHA,AL,150,KCA,AL,150,3,8,,,,,,,,,,
20160919,0,Mon,HOU,AL,150,OAK,AL,150,4,2,,,,,,,,,,
20160919,0,Mon,TOR,AL,150,SEA,AL,150,3,2,,,,,,,,,,
20160919,0,Mon,ANA,AL,150,TEX,AL,151,2,3,,,,,,,,,,
20160919,0,Mon,CIN,NL,150,CHN,NL,150,2,5,,,,,,,,,,
20160919,0,Mon,SLN,NL,150,COL,NL,150,5,3,,,,,,,,,,
20160919,0,Mon,SFN,NL,150,LAN,NL,150,1,2,,,,,,,,,,
20160919,0,Mon,WAS,NL,150,MIA,NL,150,3,4,,,,,,,,,,
20160919,0,Mon,ATL,NL,150,NYN,NL,150,7,3,,,,,,,,,,
20160919,0,Mon,ARI,NL,150,SDN,NL,150,2,3,,,,,,,,,,
20160918,0,Sun,TOR,AL,149,ANA,AL,149,0,4,,,,,,,,,,
20160918,0,Sun,TBA,AL,149,BAL,AL,149,1,2,,,,,,,,,,
20160918,0,Sun,NYA,AL,149,BOS,AL,149,4,5,,,,,,,,,,
20160918,0,Sun,DET,AL,149,CLE,AL,149,9,5,,,,,,,,,,
20160918,0,Sun,CHA,AL,149,KCA,AL,149,3,10,,,,,,,,,,
20160918,0,Sun,HOU,AL,149,SEA,AL,149,3,7,,,,,,,,,,
20160918,0,Sun,OAK,AL,149,TEX,AL,150,5,2,,,,,,,,,,
20160918,0,Sun,LAN,NL,149,ARI,NL,149,9,10,,,,,,,,,,
20160918,0,Sun,WAS,NL,149,ATL,NL,149,2,6,,,,,,,,,,
20160918,0,Sun,MIL,NL,150,CHN,NL,149,3,1,,,,,,,,,,
20160918,0,Sun,PIT,NL,149,CIN,NL,149,4,7,,,,,,,,,,
20160918,0,Sun,SDN,NL,149,COL,NL,149,3,6,,,,,,,,,,
20160918,0,Sun,MIN,AL,150,NYN,NL,149,2,3,,,,,,,,,,
20160918,0,Sun,MIA,NL,149,PHI,NL,150,5,4,,,,,,,,,,
20160918,0,Sun,SLN,NL,149,SFN,NL,149,3,0,,,,,,,,,,
20160917,0,Sat,TOR,AL,148,ANA,AL,148,1,6,,,,,,,,,,
20160917,0,Sat,TBA,AL,148,BAL,AL,148,5,2,,,,,,,,,,
20160917,0,Sat,NYA,AL,148,BOS,AL,148,5,6,,,,,,,,,,
20160917,0,Sat,DET,AL,148,CLE,AL,148,0,1,,,,,,,,,,
20160917,0,Sat,CHA,AL,148,KCA,AL,148,2,3,,,,,,,,,,
20160917,0,Sat,HOU,AL,148,SEA,AL,148,2,1,,,,,,,,,,
20160917,0,Sat,OAK,AL,148,TEX,AL,149,11,2,,,,,,,,,,
20160917,0,Sat,LAN,NL,148,ARI,NL,148,6,2,,,,,,,,,,
20160917,0,Sat,WAS,NL,148,ATL,NL,148,3,7,,,,,,,,,,
20160917,0,Sat,MIL,NL,149,CHN,NL,148,11,3,,,,,,,,,,
20160917,1,Sat,PIT,NL,147,CIN,NL,147,10,4,,,,,,,,,,
20160917,2,Sat,PIT,NL,148,CIN,NL,148,7,3,,,,,,,,,,
20160917,0,Sat,SDN,NL,148,COL,NL,148,0,8,,,,,,,,,,
20160917,0,Sat,MIN,AL,149,NYN,NL,148,2,3,,,,,,,,,,
20160917,0,Sat,MIA,NL,148,PHI,NL,149,0,8,,,,,,,,,,
20160917,0,Sat,SLN,NL,148,SFN,NL,148,3,2,,,,,,,,,,
20160916,0,Fri,TOR,AL,147,ANA,AL,147,5,0,,,,,,,,,,
20160916,0,Fri,TBA,AL,147,BAL,AL,147,4,5,,,,,,,,,,
20160916,0,Fri,NYA,AL,147,BOS,AL,147,4,7,,,,,,,,,,
20160916,0,Fri,DET,AL,147,CLE,AL,147,4,11,,,,,,,,,,
20160916,0,Fri,CHA,AL,147,KCA,AL,147,7,4,,,,,,,,,,
20160916,0,Fri,HOU,AL,147,SEA,AL,147,6,0,,,,,,,,,,
20160916,0,Fri,OAK,AL,147,TEX,AL,148,6,7,,,,,,,,,,
20160916,0,Fri,LAN,NL,147,ARI,NL,147,3,2,,,,,,,,,,
20160916,0,Fri,WAS,NL,147,ATL,NL,147,7,2,,,,,,,,,,
20160916,0,Fri,MIL,NL,148,CHN,NL,147,4,5,,,,,,,,,,
20160916,0,Fri,PIT,NL,146,CIN,NL,146,9,7,,,,,,,,,,
20160916,0,Fri,SDN,NL,147,COL,NL,147,7,8,,,,,,,,,,
20160916,0,Fri,MIN,AL,148,NYN,NL,147,0,3,,,,,,,,,,
20160916,0,Fri,MIA,NL,147,PHI,NL,148,3,4,,,,,,,,,,
20160916,0,Fri,SLN,NL,147,SFN,NL,147,2,8,,,,,,,,,,
20160915,0,Thu,TOR,AL,146,ANA,AL,146,7,2,,,,,,,,,,
20160915,0,Thu,TBA,AL,146,BAL,AL,146,7,6,,,,,,,,,,
20160915,0,Thu,NYA,AL,146,BOS,AL,146,5,7,,,,,,,,,,
20160915,0,Thu,CLE,AL,146,CHA,AL,146,1,2,,,,,,,,,,
20160915,0,Thu,MIN,AL,147,DET,AL,146,5,1,,,,,,,,,,
20160915,0,Thu,OAK,AL,146,KCA,AL,146,14,5,,,,,,,,,,
20160915,0,Thu,LAN,NL,146,ARI,NL,146,3,7,,,,,,,,,,
20160915,0,Thu,MIL,NL,147,CHN,NL,146,5,4,,,,,,,,,,
20160915,0,Thu,PIT,NL,145,PHI,NL,147,15,2,,,,,,,,,,
20160915,0,Thu,SLN,NL,146,SFN,NL,146,2,6,,,,,,,,,,
20160914,0,Wed,SEA,AL,146,ANA,AL,145,2,1,,,,,,,,,,
20160914,0,Wed,BAL,AL,145,BOS,AL,145,1,0,,,,,,,,,,
20160914,0,Wed,CLE,AL,145,CHA,AL,145,6,1,,,,,,,,,,
20160914,0,Wed,MIN,AL,146,DET,AL,145,6,9,,,,,,,,,,
20160914,0,Wed,TEX,AL,147,HOU,AL,146,4,8,,,,,,,,,,
20160914,0,Wed,OAK,AL,145,KCA,AL,145,8,0,,,,,,,,,,
20160914,0,Wed,LAN,NL,145,NYA,AL,145,2,0,,,,,,,,,,
20160914,0,Wed,TBA,AL,145,TOR,AL,145,8,1,,,,,,,,,,
20160914,0,Wed,COL,NL,146,ARI,NL,145,6,11,,,,,,,,,,
20160914,0,Wed,MIA,NL,146,ATL,NL,146,7,5,,,,,,,,,,
20160914,0,Wed,MIL,NL,146,CIN,NL,145,7,0,,,,,,,,,,
20160914,0,Wed,PIT,NL,144,PHI,NL,146,2,6,,,,,,,,,,
20160914,0,Wed,SDN,NL,146,SFN,NL,145,3,1,,,,,,,,,,
20160914,0,Wed,CHN,NL,145,SLN,NL,145,7,0,,,,,,,,,,
20160914,0,Wed,NYN,NL,146,WAS,NL,146,0,1,,,,,,,,,,
20160913,0,Tue,SEA,AL,145,ANA,AL,144,8,0,,,,,,,,,,
20160913,0,Tue,BAL,AL,144,BOS,AL,144,6,3,,,,,,,,,,
20160913,0,Tue,CLE,AL,144,CHA,AL,144,1,8,,,,,,,,,,
20160913,0,Tue,MIN,AL,145,DET,AL,144,8,1,,,,,,,,,,
20160913,0,Tue,TEX,AL,146,HOU,AL,145,3,2,,,,,,,,,,
20160913,0,Tue,OAK,AL,144,KCA,AL,144,5,4,,,,,,,,,,
20160913,0,Tue,LAN,NL,144,NYA,AL,144,0,3,,,,,,,,,,
20160913,0,Tue,TBA,AL,144,TOR,AL,144,6,2,,,,,,,,,,
20160913,0,Tue,COL,NL,145,ARI,NL,144,4,11,,,,,,,,,,
20160913,0,Tue,MIA,NL,145,ATL,NL,145,7,5,,,,,,,,,,
20160913,0,Tue,MIL,NL,145,CIN,NL,144,4,6,,,,,,,,,,
20160913,0,Tue,PIT,NL,143,PHI,NL,145,5,3,,,,,,,,,,
20160913,0,Tue,SDN,NL,145,SFN,NL,144,6,4,,,,,,,,,,
20160913,0,Tue,CHN,NL,144,SLN,NL,144,2,4,,,,,,,,,,
20160913,0,Tue,NYN,NL,145,WAS,NL,145,4,3,,,,,,,,,,
20160912,0,Mon,SEA,AL,144,ANA,AL,143,8,1,,,,,,,,,,
20160912,0,Mon,BAL,AL,143,BOS,AL,143,2,12,,,,,,,,,,
20160912,0,Mon,CLE,AL,143,CHA,AL,143,4,11,,,,,,,,,,
20160912,0,Mon,MIN,AL,144,DET,AL,143,2,4,,,,,,,,,,
20160912,0,Mon,TEX,AL,145,HOU,AL,144,4,3,,,,,,,,,,
20160912,0,Mon,OAK,AL,143,KCA,AL,143,16,3,,,,,,,,,,
20160912,0,Mon,LAN,NL,143,NYA,AL,143,8,2,,,,,,,,,,
20160912,0,Mon,TBA,AL,143,TOR,AL,143,2,3,,,,,,,,,,
20160912,0,Mon,COL,NL,144,ARI,NL,143,9,12,,,,,,,,,,
20160912,0,Mon,MIA,NL,144,ATL,NL,144,7,12,,,,,,,,,,
20160912,0,Mon,MIL,NL,144,CIN,NL,143,0,3,,,,,,,,,,
20160912,0,Mon,PIT,NL,142,PHI,NL,144,2,6,,,,,,,,,,
20160912,0,Mon,SDN,NL,144,SFN,NL,143,4,0,,,,,,,,,,
20160912,0,Mon,CHN,NL,143,SLN,NL,143,4,1,,,,,,,,,,
20160912,0,Mon,NYN,NL,144,WAS,NL,144,1,8,,,,,,,,,,
20160911,0,Sun,TEX,AL,144,ANA,AL,142,2,3,,,,,,,,,,
20160911,0,Sun,KCA,AL,142,CHA,AL,142,2,0,,,,,,,,,,
20160911,0,Sun,BAL,AL,142,DET,AL,142,3,1,,,,,,,,,,
20160911,0,Sun,CHN,NL,142,HOU,AL,143,9,5,,,,,,,,,,
20160911,0,Sun,CLE,AL,142,MIN,AL,143,7,1,,,,,,,,,,
20160911,0,Sun,TBA,AL,142,NYA,AL,142,4,2,,,,,,,,,,
20160911,0,Sun,SEA,AL,143,OAK,AL,142,3,2,,,,,,,,,,
20160911,0,Sun,BOS,AL,142,TOR,AL,142,11,8,,,,,,,,,,
20160911,0,Sun,SFN,NL,142,ARI,NL,142,5,3,,,,,,,,,,
20160911,0,Sun,NYN,NL,143,ATL,NL,143,10,3,,,,,,,,,,
20160911,0,Sun,LAN,NL,142,MIA,NL,143,0,3,,,,,,,,,,
20160911,0,Sun,CIN,NL,142,PIT,NL,141,8,0,,,,,,,,,,
20160911,0,Sun,COL,NL,143,SDN,NL,143,3,2,,,,,,,,,,
20160911,0,Sun,MIL,NL,143,SLN,NL,142,2,1,,,,,,,,,,
20160911,0,Sun,PHI,NL,143,WAS,NL,143,2,3,,,,,,,,,,
20160910,0,Sat,TEX,AL,143,ANA,AL,141,8,5,,,,,,,,,,
20160910,0,Sat,KCA,AL,141,CHA,AL,141,6,5,,,,,,,,,,
20160910,0,Sat,BAL,AL,141,DET,AL,141,11,3,,,,,,,,,,
20160910,0,Sat,CHN,NL,141,HOU,AL,142,1,2,,,,,,,,,,
20160910,0,Sat,CLE,AL,141,MIN,AL,142,1,2,,,,,,,,,,
20160910,0,Sat,TBA,AL,141,NYA,AL,141,1,5,,,,,,,,,,
20160910,0,Sat,SEA,AL,142,OAK,AL,141,14,3,,,,,,,,,,
20160910,0,Sat,BOS,AL,141,TOR,AL,141,2,3,,,,,,,,,,
20160910,0,Sat,SFN,NL,141,ARI,NL,141,11,3,,,,,,,,,,
20160910,0,Sat,NYN,NL,142,ATL,NL,142,3,4,,,,,,,,,,
20160910,0,Sat,LAN,NL,141,MIA,NL,142,5,0,,,,,,,,,,
20160910,0,Sat,CIN,NL,141,PIT,NL,140,8,7,,,,,,,,,,
20160910,0,Sat,COL,NL,142,SDN,NL,142,3,6,,,,,,,,,,
20160910,0,Sat,MIL,NL,142,SLN,NL,141,1,5,,,,,,,,,,
20160910,0,Sat,PHI,NL,142,WAS,NL,142,0,3,,,,,,,,,,
20160909,0,Fri,TEX,AL,142,ANA,AL,140,2,1,,,,,,,,,,
20160909,0,Fri,KCA,AL,140,CHA,AL,140,2,7,,,,,,,,,,
20160909,0,Fri,BAL,AL,140,DET,AL,140,3,4,,,,,,,,,,
20160909,0,Fri,CHN,NL,140,HOU,AL,141,2,0,,,,,,,,,,
20160909,0,Fri,CLE,AL,140,MIN,AL,141,5,4,,,,,,,,,,
20160909,0,Fri,TBA,AL,140,NYA,AL,140,5,7,,,,,,,,,,
20160909,0,Fri,SEA,AL,141,OAK,AL,140,3,2,,,,,,,,,,
20160909,0,Fri,BOS,AL,140,TOR,AL,140,13,3,,,,,,,,,,
20160909,0,Fri,SFN,NL,140,ARI,NL,140,7,6,,,,,,,,,,
20160909,0,Fri,NYN,NL,141,ATL,NL,141,6,4,,,,,,,,,,
